Name,Image,AC Bonus,Base AC,ST Ability,ST Bonus,ST Factor,Immunity,Resistance,Abilities,Ability Bonus,Ability Max,Additional HP,Skills,Skill Bonus,Skill Factor,Movement,Critical Chance,AR Types,AR Bonus,AR Factor,Attack Type,Weapon DMG,Weapon DMG Type,Death ST Factor,Ability Check,Ability Check Bonus,Ability Check Factor,Spell Save DC Bonus,Vulnerability,Immune to Conditions,Cant Move,Cant Act,Cant React,Initiative,Opponent AR Type,Opponent AR Factor,Darkvision,Skill Proficiency,Temporary HP,Ignore,DONE,Description
Orphic Favour,,,,"INT, WIS, CHA",3,,,Psychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"While within  18 m / 60 ft of Prince Orpheus, the affected entity has resistance to Psychic and a +3 bonus to Intelligence, Wisdom, and Charisma saving throws."
Orphic Favour Aura,,,,"INT, WIS, CHA",3,,,Psychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"The Prince of the Comet protects his champions. He and nearby allies gain resistance to Psychic and a +3 bonus to Intelligence, Wisdom, and Charisma saving throws."
Otherworldly Miasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bludgeoning, Piercing, Slashing",,,,,,,,,,,FALSE,TRUE,"Weakened by alien fumes. Vulnerable to Bludgeoning, Piercing, and Slashing damage."
Otherworldly Miasma (Githyanki),,,,,,,,"Bludgeoning, Piercing, Slashing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Alien fumes have hardened this githyanki's skin. It is resistant to Bludgeoning, Piercing, and Slashing damage."
Otiluke's Resilient Sphere,,,,,,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"The affected creature is enclosed in an arcane sphere and can neither be damaged by attacks or effects from outside the sphere, nor can it damage anything outside the sphere. The affected creature's Movement Speed is halved."
Otto's Irresistible Dance,,,,DEX,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,TRUE,TRUE,,,,ADV,,,,FALSE,TRUE,Unable to take Actions or Move Attackers have  Advantage on Attack rolls Has  Disadvantage on Attack Rolls and Dexterity  Saving throws
Overgrown Foliage,,,,,,,,,,,,,,,,x0.25,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Creatures move at quarter speed in the overgrown foliage.
Overheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"This overheating device will explode the next time it's used, dealing 8d8Fire to all nearby creatures. Find a way to cool it or stay away!"
Overloaded Optical Circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The Steel Watcher's scanner has been overloaded with light, and cannot scan citizens anymore."
Overloaded With Synaptic Power,,,,,,,,,,,,,,,,,,,,,,1d4,Psychic,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity deals an additional 1d4Psychic damage with its attacks, but also receives 1d4Psychic damage per turn."
Owl's Wisdom,,,,,,,,,,,,,"Animal Handling, Insight, Medicine, Perception, Survival",,ADV,,,,,,,,,,WIS,,ADV,,,,,,,,,,,,,FALSE,TRUE,Has  Advantage on Wisdom Checks.
Owlbear's Rage,,,,,,,,"Bludgeoning, Piercing, Slashing","STR, CON",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,FALSE,TRUE,"The owlbear is enraged! Strength and Constitution increased by 2, and gained  12 temporary hit points. The owlbear has resistance to all Physical damage"
Owlbear's Rage Wildshape,,,,,,,,,"STR, CON",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,FALSE,TRUE,The owlbear is enraged! Strength and Constitution are increased by 2. The owlbear gains  12 temporary hit points.
Pacified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"Incapacitated. Can't move or take actions, bonus actions, or reactions."
Pacified (Ptaris),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"While near another creature affected by  Ptarian Pacifism, this creature cannot harm Ptaris."
Pack Tactics,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has  Advantage on Attack rolls if one of its allies is within  0.5 m / 2 ft of its target and isn't Incapacitated.
Pact Weapon,,,,,,,,,,,,,,,,,,Melee,CHA,,,CHA,Weapon,,,,,,,,,,,,,,,,,FALSE,TRUE,The warlock bound to this weapon is always Proficient with it. The weapon's damage is magical. The weapon uses the caster's Charisma modifier for Attack rolls and damage rolls. Prevents the weapon from being dropped or otherwise disarmed.
Paid the Price,,,,,,,,,,,,,Perception,,DIS,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"You have a +1 bonus to Intimidation checks, but  Disadvantage on Perception checks. Additionally, you have  Disadvantage when attacking Hags."
Panache: Disadvantage,,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,TRUE,,,,,,,FALSE,TRUE,You have  Disadvantage on Attack rolls against all enemies except the caster of  Panache. You are also unable to make Opportunity Attacks against enemies other than the caster.
Panicked Sentinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This paranoiac Spectator will immediately fire a random Eye Ray at any creature it can see that moves within  6 m / 20 ft of it.
Paralysed,,,,"DEX, STR",-100,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"The affected creature cannot move or take  Actions,  Bonus Actions, or  Reactions. The affected creature automatically fails all  Strength and Dexterity saving throws. Attack rolls against the affected creature automatically succeed. Any Attack roll made against The affected creature by an attacker within  3 m / 10 ft is an automatic Critical Hit."
Paralysed (Karabasan's Gift),,,,"DEX, STR",-100,,,,,,,,,,,,,,,,,,,,,,,,"Bludgeoning, Piercing, Slashing",,,,,,,,,,,FALSE,TRUE,"Creature is Incapacitated Vulnerable to Slashing, Piercing, and Bludgeoning damage. Automatically fails all Strength and Dexterity  Saving throws Any Attack Roll made against this creature by an attacker within  3 m / 10 ft automatically hits and is an automatic Critical Hit"
Paranoid Dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When this Spectator is struck, it dreams in fear. After 5 Paranoid Dreams, it will spend a Legendary Action to cast  Ocular Nightmare. If the Spectator uses one of its Eye Rays, it loses one Paranoid Dream."
Parried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Already  Parried this turn and has to recover before Parrying again.
Pass Without Trace,,,,,,,,,,,,,Stealth,10,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Veiled by an ally. +10 bonus to Stealth Checks.
Pass Without Trace Aura,,,,,,,,,,,,,Stealth,10,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,This entity and nearby allies have a +10 bonus to  Stealth checks.
Patient Defence,,,,DEX,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS,,,,FALSE,TRUE,Attack Rolls against the affected entity have  Disadvantage. The entity has  Advantage on  Dexterity saving throws.
Performing 'Bard Dance',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Playing a tune. Perform the same song nearby to join in.
Performing 'Of Divinity and Sin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Playing a mysterious tune. Perform the same song nearby to join in.
Performing 'Old Time Battles',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Playing a tune. Perform the same song nearby to join in.
Performing 'Sing for Me',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Playing a tune. Perform the same song nearby to join in.
Performing 'The Power',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Playing a tune. Perform the same song nearby to join in.
Performing 'The Queen's High Seas',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Playing a tune. Perform the same song nearby to join in.
Perilous Stakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cold, Bludgeoning, Piercing, Slashing, Acid, Fire, Force, Lightning, Necrotic, Poison, Psychic, Radiant, Thunder",,,,,,,,,,,FALSE,TRUE,"Affected entity is Vulnerable to all damage, but when it attacks it heals 2d8hit points."
Permanent Mind Sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"While in combat, Mind Flayers can use actions and bonus actions interchangeably."
Petrified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"Turned to stone. Can't move or take  Actions,  Bonus Actions, or  Reactions."
Phantasmal Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Haunted by an echo of the last thing that attacked them. Takes 1d6Psychic damage each turn. When the target takes damage from another source, Phantasmal Force changes to that damage type. At the end of each turn, the target makes an  Intelligence saving throw. On a success, the condition ends."
Phantasmal Killer,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,TRUE,,,,,,,,,FALSE,TRUE,"Affected entity is haunted by its worst nightmares. It takes 4d10Psychic damage per turn, cannot move, and has  Disadvantage on Ability Checks and Attack Rolls."
Phase Optimizer Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity gains an additional action.
Pierce the Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piercing,,,,,,,,,,,FALSE,TRUE,"Affected entity is Vulnerable to Piercing damage for 3 turns, or until it takes damage."
Pinched,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Take 1d4Piercing damage at the beginning of each turn and Movement Speed is reduced by 3 m / 10 ft.
Pinned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Pinned under a beam.
Pinned Down,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Movement Speed is reduced by  3 m / 10 ft.
Pixie Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The Shadow Curse cannot affect this creature thanks to a pixie's protective magic.
Plant Growth,,,,,,,,,,,,,,,,x0.25,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The ground is covered with plants and weeds. Movement Speed is quartered.
Poison Resistance,,,,,,,,Poison,,,,,,,,,,,,,,,,,,,,,,Poisoned,,,,,,,,,,FALSE,TRUE,Resistant to Poison damage. Can no longer be  Poisoned.
Poison Resistance Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The fantastical powers of this hallucinatory imp give all nearby creatures Resistance to Poison damage.
Poisoned,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,Suffers  Disadvantage on Attack rolls and Ability Checks.
Poisoned (Suspicious Poison) ,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,Suffers  Disadvantage on Attack rolls and Ability Checks. Inflicts 3d6Poison every turn until a successful DC 13  Constitution saving throw.
Poisoned (Spider Meat),,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,"Deals 3d6Poison per turn Suffers  Disadvantage on Attack rolls and Ability Checks. At the beginning of the turn, makes a DC 13  Constitution saving throw to end the condition on success."
Poisonous Fumes,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,Takes 1d4Poison damage per turn. Suffers  Disadvantage on Attack Rolls and Ability Checks.
Polma's Wrath,,-2,,,,,,,STR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Polma is enraged! Strength increased by 4, Armour Class reduced by 2."
Polymorph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"You are now a particularly ripe wheel of cheese, unpleasant to the nostril."
Polymorph Self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Transformed into a blue jay, able to  Fly for 5 rounds."
Polymorphed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Creature is turned into a harmless sheep with 3 Hit Points for 5 turns. If the sheep's Hit Points are reduced to 0, the creature reverts to its original form with its original Hit Points."
Polymorphed (Tressym),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Changed into a beast.
Polymorphed: Dire Raven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Polymorphed into a Dire Raven
Poor Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Maybe you'd better stop, before anyone starts throwing rocks."
Possessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity cannot be targeted by spells or attacks until the creature it has  Possessed dies or is  Turned.
Potent Mist Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Transformed into a cloud of mist, now immune to all non-magical damage and resistant to magical damage. Possibly  Blind foes within  4 m / 13 ft and inflict 3d6Necrotic at the start of their turn. This condition is removed by sunlight."
Potion of Angelic Relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity falls asleep for 2 rounds. When it wakes up, it receives the effects of a Short Rest and all 1st and 2nd level spell slots are restored. If interrupted before the duration expires, the effects will not apply."
Potion of Angelic Slumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity falls asleep for 2 rounds. When it wakes up, it receives the effects of a Long Rest. If interrupted before the duration expires, the effects do not apply."
Potion of Glorious Vaulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Jump distance is tripled
Precision Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has a bonus to its next weapon Attack Roll equal to its Superiority Die
Predator Essence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Each Predator Essence heals the Houndmaster for 4d10hit points. Moreover, he deals an additional 4d10necrotic when he casts  Grave Shot."
Prepared,,,,,,,,,,,,,,,,,,,,,,STR,Slashing,,,,,,,,,,,,,,,,,FALSE,TRUE,Deals an additional [Strength modifier]SlashingDRS damage with melee attacks.
Prey Essence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,FALSE,TRUE,Grants 30 temporary hit points
Prime Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You have drawn Grym's ire. Grym will attempt to attack this creature if possible.
Produce Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,A flickering flame sheds light in a  9 m / 30 ft radius around the creature.
Profane Womb-Bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Silenced and held in place by a Profane Womb.
Profoundly Intoxicated,,,,,,,,,,,,,"Acrobatics, Sleight of Hand, Stealth, Persuasion, Performance, Intimidation, Deception",,DIS,,,,,,,,,,"DEX, CHA",,DIS,,,,,,,,,,,,,FALSE,TRUE,"Thisobald is on the verge of passing out from his heavy drinking. He has  Disadvantage on Charisma and Dexterity Checks, and his hallucinations continue."
Projected Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This magical projection cannot be targeted or attacked.
Promise of Wealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has been marked as wealthy by a follower of Mammon. Creatures with Infectious Greed have Advantage on Attack Rolls against it.
Prone,,,,"DEX, STR",,DIS,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,"Melee, Melee Spell, Melee Unarmed",ADV,,,,FALSE,TRUE,"The affected creature cannot move or take  Actions,  Bonus Actions, or  Reactions, and has  Disadvantage on  Strength and Dexterity saving throws. Attacks against a Prone creature have  Advantage if made within  3 m / 10 ft of the creature. A Prone creature must spend half its Movement Speed to stand up.A character with the Athlete feat spends only  1.5 m / 5 ft of Movement Speed to stand up."
Prophecy: A Blunt Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Bludgeoning to an enemy to regain a Portent Die.
Prophecy: A Little Help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Conjuration spell will result in a new Portent Die.
Prophecy: A Little Prick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Piercing to an enemy to regain a Portent Die.
Prophecy: Burn After Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Fire to an enemy to regain a Portent Die.
Prophecy: Changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Transmutation spell will result in a new Portent Die.
Prophecy: Cutting Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Slashing to an enemy to regain a Portent Die.
Prophecy: Dead Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Necromancy spell will result in a new Portent Die.
Prophecy: Delivering Alms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When you  Help an ally, you will gain a new Portent Die."
Prophecy: Evocative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Evocation spell will result in a new Portent Die.
Prophecy: Feign Surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Illusion spell will result in a new Portent Die.
Prophecy: Forceful Insistence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Force to an enemy to regain a Portent Die.
Prophecy: Frosty Reception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Cold to an enemy to regain a Portent Die.
Prophecy: Grave Fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Necrotic to an enemy to regain a Portent Die.
Prophecy: Guarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Abjuration spell will result in a new Portent Die.
Prophecy: Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Psychic to an enemy to regain a Portent Die.
Prophecy: Holy Epiphany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Radiant to an enemy to regain a Portent Die.
Prophecy: Melting Pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Acid to an enemy to regain a Portent Die.
Prophecy: Predictable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Divination spell will result in a new Portent Die.
Prophecy: Reap Rewards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Dealing the killing blow to an enemy will result in a new a Portent Die after taking a short rest.
Prophecy: Shocking Revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Lightning to an enemy to regain a Portent Die.
Prophecy: Spellbinding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Casting an Enchantment spell will result in a new Portent Die.
Prophecy: Thunderous Applause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Thunder to an enemy to regain a Portent Die.
Prophecy: Venomous Words,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Deal at least 1Poison to an enemy to regain a Portent Die.
Prophecy: Well-Read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Learning from or using a Spell Scroll will result in a new Portent Die.
Protection from Energy: Acid,,,,,,,,Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has Resistance to Acid damage
Protection from Energy: Cold,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has Resistance to Cold damage
Protection from Energy: Fire,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has resistance to Fire damage
Protection from Energy: Lightning,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has Resistance to Lightning damage
Protection from Energy: Thunder,,,,,,,,Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has Resistance to Thunder damage
Protection from Evil and Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charmed, Frightened",,,,,,DIS,,,,FALSE,TRUE,"The target is protected against Aberrations, Celestials, Elementals, Fey, Fiends, and Undead. These creatures have  Disadvantage on Attack rolls against the target, and the target can't be Charmed, Frightened, or possessed by them."
Protection from Poison,,,,,,,,Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,All previous Poisonous effects afflicting the target are neutralized Target gains  Advantage on  Saving throws against being Poisoned Target gains Resistance to Poison damage
Prowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Stalking its prey. While  Invisible, the affected entity's next attack deals additional 1d8 damage."
Prying Heart,,,,WIS,,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity will be automatically Critically Hit by Viconia's attacks, and it has  Disadvantage on Wisdom Saving Throws. To end this effect, the creature must deny its Prying Heart by  Poisoning itself."
Psionic Drain,,,,,,,,,"WIS, INT, CHA",-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Your Intelligence, Wisdom, and Charisma scores are reduced by 2 while Ptaris drains your mind to form a Mental Image. If any ability score reaches 0, you die. Destroying the Mental Image releases the psionic energy and ends this effect."
Psionic Enrichment,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"After using a tadpole power, affected entity gains  Advantage on all attacks for 3 rounds."
Psionic Visages,,,,,,,"Bludgeoning, Piercing, Slashing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity is immune to Bludgeoning, Piercing, and Slashing damage while a Psionic Visage stands. When the caster is struck, a visage will shatter, striking the attacker directly with 2d6Psychic damage."
Psionic Ward,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,Frightened,,,,,,,,,,FALSE,TRUE,Affected entity has a +5 bonus to  Saving throws and can't be  Frightened while within  3 m / 10 ft of the spellcaster.
Psionic Ward Aura,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,Frightened,,,,,,,,,,FALSE,TRUE,The gish and allies within  3 m / 10 ft have a +5 bonus to Saving Throws and can't be  Frightened.
Psionic Weakening,,,,"CON, WIS, INT",,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has  Disadvantage on Constitution, Wisdom and Intelligence  Saving throws. Replaces effects from other elixirs when drunk."
Psychic Rend,,,,"WIS, INT",,DIS,,,,,,,"Arcana, History, Investigation, Nature, Religion, Animal Handling, Insight, Medicine, Perception, Survival",,DIS,,,,,,,,,,"WIS, INT",,DIS,,,,,,,,,,,,,FALSE,TRUE,Mentally in shambles. Has Disadvantage on Intelligence and Wisdom checks and Saving Throws.
Psychic Resistance,,,,,,,,Psychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Resistant to Psychic damage.
