,,,,,,,Casting,,,,,,,,,,,,,,,Ability,,,,,,Saving Throws,,,,,,,,
Garron Flintsplitter,Balanced,1,8,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Garron Flintsplitter,Explorer,1,5,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Garron Flintsplitter,Tactician,1,10,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Fist of Bane Gasper Throaks,Balanced,10,62,18,0,+4,,,,,,,,,,,,,,,,19,11,13,10,12,11,+4,0,+1,0,+1,0,"Extra Attack,Opportunity Attack,Tactical Discipline",,
Fist of Bane Gasper Throaks,Explorer,10,43,18,0,+6,,,,,,,,,,,,,,,,19,11,13,10,12,11,+4,0,+1,0,+1,0,"Extra Attack,Opportunity Attack,Tactical Discipline",,
Fist of Bane Gasper Throaks,Tactician,10,80,18,0,+4,,,,,,,,,,,,,,,,19,11,13,10,12,11,+4,0,+1,0,+1,0,"Extra Attack,Opportunity Attack,Tactical Discipline",,
Gekh Coal,Balanced,7,62,12,+2,+3,,,,,,,,,,,,Full Resistance,,,,16,14,15,18,9,15,+3,+2,+2,+7,+2,+2,"Duergar Resilience,Dwarven Resilience,Grim Harvest,Opportunity Attack,Scourge of Pests,Sunlight Sensitivity,Superior Darkvision",Mage Armour,
Gekh Coal,Explorer,7,43,12,+2,+5,,,,,,,,,,,,Full Resistance,,,,16,14,15,18,9,15,+3,+2,+2,+9,+4,+2,"Duergar Resilience,Dwarven Resilience,Grim Harvest,Opportunity Attack,Scourge of Pests,Sunlight Sensitivity,Superior Darkvision",Mage Armour,
Gekh Coal,Tactician,7,80,15,+2,+3,,,,,,,,,,,,Full Resistance,,,,16,14,15,18,9,15,+3,+2,+2,+7,+2,+2,"Duergar Resilience,Dwarven Resilience,Grim Harvest,Opportunity Attack,Scourge of Pests,Sunlight Sensitivity,Superior Darkvision","Enlarged,Mage Armour",
Gondian Genshu Ofran,Balanced,8,67,13,+1,+3,,,,,,,,,,,,,,,,8,13,16,18,10,12,-1,+1,+3,+4,0,+1,"Darkvision,Gnome Cunning,Opportunity Attack,Shortened Stride",,
Gondian Genshu Ofran,Explorer,8,46,13,+1,+5,,,,,,,,,,,,,,,,8,13,16,18,10,12,-1,+1,+3,+4,0,+1,"Darkvision,Gnome Cunning,Opportunity Attack,Shortened Stride",,
Gondian Genshu Ofran,Tactician,8,87,13,+1,+3,,,,,,,,,,,,,,,,8,13,16,18,10,12,-1,+1,+3,+4,0,+1,"Darkvision,Gnome Cunning,Opportunity Attack,Shortened Stride",,
Harper Geraldus,Balanced,9,64,14,+4,+4,,,,,,,,,,,,,,,,12,18,12,10,14,10,+5,+8,+1,0,+2,0,"Darkvision,Extra Attack,Fey Ancestry,Land's Stride: Difficult Terrain,Opportunity Attack",,
Harper Geraldus,Explorer,9,44,14,+4,+6,,,,,,,,,,,,,,,,12,18,12,10,14,10,+7,+10,+1,0,+2,0,"Darkvision,Extra Attack,Fey Ancestry,Land's Stride: Difficult Terrain,Opportunity Attack",,
Harper Geraldus,Tactician,9,83,14,+4,+4,,,,,,,,,,,,,,,,12,18,12,10,14,10,+5,+8,+1,0,+2,0,"Darkvision,Extra Attack,Fey Ancestry,Land's Stride: Difficult Terrain,Opportunity Attack",,
Stonemason Gergerann,Balanced,5,44,13,+2,+3,,,,,,,,,,,,Full Resistance,,,,12,15,12,10,10,12,+1,+5,+1,+3,0,+1,"Duergar Resilience,Dwarven Resilience,Extra Attack,Opportunity Attack,Sunlight Sensitivity,Superior Darkvision,Uncanny Dodge",,
Stonemason Gergerann,Tactician,5,57,13,+2,+3,,,,,,,,,,,,Full Resistance,,,,12,15,12,10,10,12,+1,+5,+1,+3,0,+1,"Duergar Resilience,Dwarven Resilience,Extra Attack,Opportunity Attack,Sunlight Sensitivity,Superior Darkvision,Uncanny Dodge",,
Gerson the Bent,Balanced,1,8,10,0,+2,,,,,,,,Full Resistance,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Hellish Resistance,Opportunity Attack",,
Gerson the Bent,Explorer,1,5,10,0,+4,,,,,,,,Full Resistance,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Hellish Resistance,Opportunity Attack",,
Gerson the Bent,Tactician,1,10,10,0,+2,,,,,,,,Full Resistance,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Hellish Resistance,Opportunity Attack",,
Gethin,Balanced,,6,10,0,,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Gethin,Explorer,,4,10,0,,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Gethin,Tactician,,7,10,0,,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Gha'an,Balanced,1,1,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Gha'an,Tactician,1,6,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Fist Ghainemeir,Balanced,8,64,18,+1,+3,,,,,,,,,,,,,,,,23,13,17,10,12,8,+9,+1,+7,0,+1,-1,"Extra Attack,Opportunity Attack,Protection",Slightly Drunk,
Fist Ghainemeir,Tactician,8,68,18,+1,+3,,,,,,,,,,,,,,,,23,13,17,10,12,8,+9,+1,+7,0,+1,-1,"Extra Attack,Opportunity Attack,Protection",Slightly Drunk,
Gherva Minedale,Balanced,1,6,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Gherva Minedale,Explorer,1,4,10,0,+4,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Gherva Minedale,Tactician,1,7,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
High Gish'ra Ghik'lir,Balanced,9,76,17,+4,+4,,,,,,,,,,,,,,,,14,19,16,15,17,13,+6,+8,+3,+2,+3,+1,"Advanced Unarmoured Movement,Deflect Missiles,Evasion,Extra Attack,Ki-Empowered Strikes,Martial Arts: Bonus Unarmed Strike,Martial Arts: Dextrous Attacks,Martial Arts: Deft Strikes,Opportunity Attack,Psionic Empowerment,Slow Fall,Stillness of Mind,Unarmoured Defence (Monk),Unarmoured Movement",,
High Gish'ra Ghik'lir,Explorer,9,53,17,+4,+6,,,,,,,,,,,,,,,,14,19,16,15,17,13,+8,+10,+3,+2,+3,+1,"Advanced Unarmoured Movement,Deflect Missiles,Evasion,Extra Attack,Ki-Empowered Strikes,Martial Arts: Bonus Unarmed Strike,Martial Arts: Dextrous Attacks,Martial Arts: Deft Strikes,Opportunity Attack,Psionic Empowerment,Slow Fall,Stillness of Mind,Unarmoured Defence (Monk),Unarmoured Movement",,
High Gish'ra Ghik'lir,Tactician,9,98,17,+4,+4,,,,,,,,,,,,,,,,14,19,16,15,17,13,+6,+8,+3,+2,+3,+1,"Advanced Unarmoured Movement,Deflect Missiles,Evasion,Extra Attack,Ki-Empowered Strikes,Martial Arts: Bonus Unarmed Strike,Martial Arts: Dextrous Attacks,Martial Arts: Deft Strikes,Opportunity Attack,Psionic Empowerment,Slow Fall,Stillness of Mind,Unarmoured Defence (Monk),Unarmoured Movement",,
Adept Ghulen,Balanced,8,58,15,+1,+3,,,,,,,,,,,,,Full Resistance,,,13,12,16,10,18,10,+1,+1,+3,0,+7,+3,"Brave,Halfling Luck,Opportunity Attack",Death Ward,
Adept Ghulen,Explorer,8,40,15,+1,+5,,,,,,,,,,,,,Full Resistance,,,13,12,16,10,18,10,+1,+1,+3,0,+9,+5,"Brave,Halfling Luck,Opportunity Attack",Death Ward,
Adept Ghulen,Tactician,8,75,15,+1,+3,,,,,,,,,,,,,Full Resistance,,,13,12,16,10,18,10,+1,+1,+3,0,+7,+3,"Brave,Channel Divinity: War God's Blessing,Halfling Luck,Opportunity Attack",Death Ward,
Veteran Gish Ghush'ins,Balanced,9,85,16,+1,+4,,,,,,,,,,,,,,,,16,12,16,18,16,16,+3,+1,+7,+4,+3,+3,"Githyanki War Magic,Opportunity Attack",Psionic Ward Aura,
Veteran Gish Ghush'ins,Explorer,9,59,16,+1,+6,,,,,,,,,,,,,,,,16,12,16,18,16,16,+3,+1,+9,+4,+3,+3,"Githyanki War Magic,Opportunity Attack",Psionic Ward Aura,
Veteran Gish Ghush'ins,Tactician,9,110,16,+1,+4,,,,,,,,,,,,,,,,16,12,16,18,16,16,+3,+1,+7,+4,+3,+3,"Githyanki War Magic,Opportunity Attack,Psionic Empowerment,War Caster: Concentration,War Caster: Opportunity Spell",Psionic Ward Aura,
Giftu Hudd,Balanced,1,8,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Giftu Hudd,Explorer,1,5,10,0,+4,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Giftu Hudd,Tactician,1,10,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Gimblebock,Balanced,2,20,14,0,+2,,,,,,,,,,,,,,,,15,11,15,12,10,13,+4,0,+4,+1,0,+1,"Darkvision,Gnome Cunning,Opportunity Attack,Shortened Stride",,
Gimblebock,Explorer,2,14,14,0,+4,,,,,,,,,,,,,,,,15,11,15,12,10,13,+6,0,+6,+1,0,+1,"Darkvision,Gnome Cunning,Opportunity Attack,Shortened Stride",,
Gimblebock,Tactician,2,26,14,0,+2,,,,,,,,,,,,,,,,15,11,15,12,10,13,+4,0,+4,+1,0,+1,"Darkvision,Gnome Cunning,Opportunity Attack,Shortened Stride",,
Gipkins Jared,Balanced,5,68,10,+2,+3,,,,,,,,,,,,,,,,18,14,15,12,10,10,+4,+2,+2,+1,0,0,"Gnome Cunning,Opportunity Attack,Shortened Stride,Stone Camouflage,Superior Darkvision",,
Dark Breaker Gira,Balanced,10,68,14,0,+4,,,,,,,,,,Full Resistance,,,,,,16,10,12,16,18,12,+3,0,+1,+7,+8,+1,Opportunity Attack,,
Dark Breaker Gira,Explorer,10,47,14,0,+6,,,,,,,,,,Full Resistance,,,,,,16,10,12,16,18,12,+3,0,+1,+9,+10,+1,Opportunity Attack,,
Dark Breaker Gira,Tactician,10,88,14,0,+4,,,,,,,,,,Full Resistance,,,,,,16,10,12,16,18,12,+3,0,+1,+7,+8,+1,Opportunity Attack,,
Gish,Balanced,5,53,16,+1,+3,,,,,,,,,,,,,,,,15,12,16,16,15,16,+2,+1,+6,+6,+5,+3,"Githyanki War Magic,Opportunity Attack",,
Gish,Explorer,5,37,16,+1,+5,,,,,,,,,,,,,,,,15,12,16,16,15,16,+2,+1,+8,+8,+7,+3,"Githyanki War Magic,Opportunity Attack",,
Gish,Tactician,5,68,16,+1,+3,,,,,,,,,,,,,,,,15,12,16,16,15,16,+2,+1,+6,+6,+5,+3,"Githyanki War Magic,Opportunity Attack,Psionic Empowerment,War Caster: Concentration,War Caster: Opportunity Spell",,
Zephyr/Ember Gish'ra,Balanced,9,68,17,+3,+4,,,,,,,,,,,,,,,,12,17,16,17,19,13,+1,+3,+3,+3,+4,+1,"Opportunity Attack,Psionic Empowerment",,
Zephyr/Ember Gish'ra,Explorer,9,40,17,+3,+6,,,,,,,,,,,,,,,,12,17,16,17,19,13,+1,+3,+3,+3,+4,+1,"Opportunity Attack,Psionic Empowerment",,
Zephyr/Ember Gish'ra,Tactician,9,88,17,+3,+4,,,,,,,,,,,,,,,,12,17,16,17,19,13,+1,+3,+3,+3,+4,+1,"Opportunity Attack,Psionic Empowerment",,
Gish'ra,Balanced,9,76,17,+4,+4,,,,,,,,,,,,,,,,14,19,16,15,17,13,+2,+4,+3,+2,+3,+1,"Opportunity Attack,Psionic Empowerment",,
Gish'ra,Explorer,9,53,17,+4,+6,,,,,,,,,,,,,,,,14,19,16,15,17,13,+2,+4,+3,+2,+3,+1,"Opportunity Attack,Psionic Empowerment",,
Gish'ra,Tactician,9,98,17,+4,+4,,,,,,,,,,,,,,,,14,19,16,15,17,13,+2,+4,+3,+2,+3,+1,"Opportunity Attack,Psionic Empowerment",,
Gizelle Flintsplitter,Balanced,1,8,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Opportunity Attack,Darkvision,Dwarven Resilience",,
Gizelle Flintsplitter,Explorer,1,5,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Opportunity Attack,Darkvision,Dwarven Resilience",,
Gizelle Flintsplitter,Tactician,1,10,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Opportunity Attack,Darkvision,Dwarven Resilience",,
Gleeful Clong,Balanced,8,70,17,0,+3,,,,,,,,,,,,,,,,18,11,16,10,10,14,+7,+3,+3,0,0,+2,"Danger Sense,Extra Attack,Fast Movement,Feral Instinct,Opportunity Attack,Tenacity,Unarmoured Defence (Barbarian)",,
Gleeful Clong,Explorer,8,49,17,0,+5,,,,,,,,,,,,,,,,18,11,16,10,10,14,+9,+5,+3,0,0,+2,"Danger Sense,Extra Attack,Fast Movement,Feral Instinct,Opportunity Attack,Tenacity,Unarmoured Defence (Barbarian)",,
Gleeful Clong,Tactician,8,91,17,0,+3,,,,,,,,,,,,,,,,18,11,16,10,10,14,+7,+3,+3,0,0,+2,"Danger Sense,Extra Attack,Fast Movement,Feral Instinct,Opportunity Attack,Tenacity,Unarmoured Defence (Barbarian)",,
Fist Glenvora,Balanced,8,62,16,+5,+3,,,,,,,,,,,,,,,,12,21,14,8,14,10,+4,+8,+2,-1,+2,0,"Archery,Crossbow Expert: Point-Blank,Extra Attack,Opportunity Attack",,
Fist Glenvora,Explorer,8,59,16,+5,+5,,,,,,,,,,,,,,,,12,21,14,8,14,10,+6,+10,+2,-1,+2,0,"Archery,Crossbow Expert: Point-Blank,Extra Attack,Opportunity Attack",,
Fist Glenvora,Tactician,8,64,16,+5,+3,,,,,,,,,,,,,,,,12,21,14,8,14,10,+4,+8,+2,-1,+2,0,"Archery,Crossbow Expert: Point-Blank,Extra Attack,Opportunity Attack",,
Glimmer Whistleborn,Balanced,1,8,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,,,
Glingo Trapeze-Master,Balanced,1,10,10,0,+2,,,,,,,,Full Resistance,,,,,,,,12,10,10,16,12,18,+1,+2,0,+3,+1,+6,"Bardic Inspiration,Opportunity Attack",,
Glingo Trapeze-Master,Explorer,1,7,10,0,+4,,,,,,,,Full Resistance,,,,,,,,12,10,10,16,12,18,+1,+4,0,+3,+1,+8,"Bardic Inspiration,Opportunity Attack",,
Glingo Trapeze-Master,Tactician,1,13,10,0,+2,,,,,,,,Full Resistance,,,,,,,,12,10,10,16,12,18,+1,+2,0,+3,+1,+6,"Bardic Inspiration,Opportunity Attack",,
Harper Glist,Balanced,9,76,16,+4,+4,,,,,,,,,,,,,,,,12,18,15,10,14,10,+5,+8,+2,0,+2,0,"Extra Attack,Land's Stride: Difficult Terrain,Opportunity Attack",,
Harper Glist,Explorer,9,53,16,+4,+6,,,,,,,,,,,,,,,,12,18,15,10,14,10,+7,+10,+2,0,+2,0,"Extra Attack,Land's Stride: Difficult Terrain,Opportunity Attack",,
Harper Glist,Tactician,9,98,16,+4,+4,,,,,,,,,,,,,,,,12,18,15,10,14,10,+5,+8,+2,0,+2,0,"Extra Attack,Land's Stride: Difficult Terrain,Opportunity Attack",,
Glomp the looter,Balanced,1,9,13,+1,+2,,,,,,,,,,,,,,,,10,13,10,10,8,8,0,+1,0,0,-1,-1,"Darkvision,Opportunity Attack",,
Glomp the looter,Explorer,1,6,13,+1,+4,,,,,,,,,,,,,,,,10,13,10,10,8,8,0,+1,0,0,-1,-1,"Darkvision,Opportunity Attack",,
Glomp the looter,Tactician,1,11,13,+1,+2,,,,,,,,,,,,,,,,10,13,10,10,8,8,0,+1,0,0,-1,-1,"Darkvision,Opportunity Attack,Fury of the Small",,
Glomp the looter,Honour,1,14,13,+1,+2,,,,,,,,,,,,,,,,10,13,10,10,8,8,0,+1,0,0,-1,-1,"Darkvision,Opportunity Attack,Fury of the Small",,
Untaken Glone,Balanced,10,46,10,0,+4,,,,,,,,,,Full Resistance,,,,,,12,10,10,16,12,10,+1,0,0,+7,+5,0,Opportunity Attack,,
Untaken Glone,Explorer,10,32,10,0,+6,,,,,,,,,,Full Resistance,,,,,,12,10,10,16,12,10,+1,0,0,+9,+7,0,Opportunity Attack,,
Untaken Glone,Tactician,10,59,10,0,+4,,,,,,,,,,Full Resistance,,,,,,12,10,10,16,12,10,+1,0,0,+7,+5,0,Opportunity Attack,,
Sharran Fidelian Gloommask,Balanced,7,74,11,+1,+3,,,,,,,,,,,,,,,,10,12,10,18,12,14,0,+1,0,+7,+4,+2,"Born into Darkness,Darkvision,Fey Ancestry,Opportunity Attack,Shadow Ambush",,
Sharran Fidelian Gloommask,Explorer,7,51,11,+1,+5,,,,,,,,,,,,,,,,10,12,10,18,12,14,0,+1,0,+9,+6,+2,"Born into Darkness,Darkvision,Fey Ancestry,Opportunity Attack,Shadow Ambush",,
Sharran Fidelian Gloommask,Tactician,7,96,11,+1,+3,,,,,,,,,,,,,,,,10,12,10,18,12,14,0,+1,0,+7,+4,+2,"Born into Darkness,Darkvision,Fey Ancestry,Opportunity Attack,Shadow Ambush",,
Gloomy Fentonson,Balanced,1,8,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
Gloomy Fentonson,Explorer,1,5,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
Gloomy Fentonson,Tactician,1,10,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
Gloria,Balanced,1,6,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,,,
Gloria,Explorer,1,4,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,,,
Gloria,Tactician,1,7,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,,,
Glorissima,Balanced,1,6,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Glorissima,Explorer,1,3,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Glorissima,Tactician,1,7,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Glynda Oltower,Balanced,1,6,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Glynda Oltower,Explorer,1,4,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Glynda Oltower,Tactician,1,7,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Death's Head of Bhaal Glyria,Balanced,8,76,15,+5,+3,,,,,,,,,,,,,,,,20,20,20,14,13,16,+5,+5,+5,+2,+1,+3,"Darkvision,Extra Attack,Magic Resistance,Murder Hungry,Opportunity Attack,Prey Upon the Weak","Aura of Murder,Unstoppable",
Death's Head of Bhaal Glyria,Explorer,8,53,15,+5,+5,,,,,,,,,,,,,,,,20,20,20,14,13,16,+5,+5,+5,+2,+1,+3,"Darkvision,Extra Attack,Magic Resistance,Murder Hungry,Opportunity Attack,Prey Upon the Weak","Aura of Murder,Unstoppable",
Death's Head of Bhaal Glyria,Tactician,8,98,15,+5,+3,,,,,,,,,,,,,,,,20,20,20,14,13,16,+5,+5,+5,+2,+1,+3,"Darkvision,Extra Attack,Magic Resistance,Murder Hungry,Opportunity Attack,Prey Upon the Weak,Sentinel: Opportunity Advantage,Sentinel: Snare,Sentinel: Vengeance","Aura of Murder,Unstoppable",
Booyahg Gnat,Balanced,2,13,11,+1,+2,,,,,,,,,,,,,,,,8,12,10,12,8,8,-1,+1,0,+1,-1,-1,"Darkvision,Opportunity Attack",,
Booyahg Gnat,Explorer,2,9,11,+1,+4,,,,,,,,,,,,,,,,8,12,10,12,8,8,-1,+1,0,+1,-1,-1,"Darkvision,Opportunity Attack",,
Booyahg Gnat,Tactician,2,16,11,+1,+2,,,,,,,,,,,,,,,,8,12,10,12,8,8,-1,+1,0,+1,-1,-1,"Darkvision,Fury of the Small,Opportunity Attack",,
Booyahg Gnat,Honour,2,20,11,+1,+2,,,,,,,,,,,,,,,,8,12,10,12,8,8,-1,+1,0,+1,-1,-1,"Darkvision,Fury of the Small,Opportunity Attack",,
Enver Gortash,Balanced,9,275,16,+5,+4,INT,18,,,,,,,,,,,,,Full Resistance,14,20,10,20,16,18,+2,+9,0,+9,+7,+8,"Authority,Crossbow Expert: Point-Blank,Dark Devotion,Dauntless,Enervating Suffusion,High Spellcasting (+1),Magic Resistance,Opportunity Attack,Permanently Armed,Scintillating",,
Enver Gortash,Explorer,9,192,16,+5,+6,INT,20,,,,,,,,,,,,,Full Resistance,14,20,10,20,16,18,+2,+11,0,+11,+9,+10,"Authority,Crossbow Expert: Point-Blank,Dark Devotion,Dauntless,Enervating Suffusion,High Spellcasting (+1),Magic Resistance,Opportunity Attack,Permanently Armed,Scintillating",,
Enver Gortash,Tactician,9,357,16,+10,+4,INT,20,,,,,,,,,,,,,Full Resistance,14,20,10,20,16,18,+2,+9,0,+9,+7,+8,"Alert,Authority,Crossbow Expert: Point-Blank,Dark Devotion,Dauntless,Enervating Suffusion,High Spellcasting (+1),Magic Resistance,Opportunity Attack,Permanently Armed,Scintillating",Legendary Resistance,
Enver Gortash,Honour,9,357,16,+10,+4,INT,20,,,,,,,,,,,,,Full Resistance,14,20,10,20,16,18,+2,+9,0,+9,+7,+8,"Alert,Authority,Crossbow Expert: Point-Blank,Dark Devotion,Dauntless,Enervating Suffusion,High Spellcasting (+1),Magic Resistance,Opportunity Attack,Permanently Armed,Scintillating",Legendary Resistance,Tyrannical Branding
Godfrey Mordels,Balanced,9,64,11,0,+4,,,,,,,,,,,,,,,,18,11,14,12,12,14,+8,0,+6,+1,+1,+2,"Extra Attack,Opportunity Attack,Scar of Dark Thirst",,
Godfrey Mordels,Explorer,9,44,11,0,+6,,,,,,,,,,,,,,,,18,11,14,12,12,14,+10,0,+8,+1,+1,+2,"Extra Attack,Opportunity Attack,Scar of Dark Thirst",,
Gohumberry Tresp,Balanced,1,6,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Gohumberry Tresp,Explorer,1,4,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Gohumberry Tresp,Tactician,1,7,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Golbraith,Balanced,12,135,11,+1,+4,,,,,,,,,,,,,,,,14,12,17,20,16,14,+2,+1,+3,+9,+7,+2,"Opportunity Attack,Sculpt Spells,Tough,War Caster: Concentration,War Caster: Opportunity Spell",,
Captain Goldwake,Balanced,10,68,16,0,+4,,,,,,,,,,Full Resistance,,,,,,16,10,12,16,18,12,+3,0,+1,+7,+8,+1,Opportunity Attack,Bless,
Captain Goldwake,Explorer,10,47,16,0,+6,,,,,,,,,,Full Resistance,,,,,,16,10,12,16,18,12,+3,0,+1,+9,+10,+1,Opportunity Attack,Bless,
Captain Goldwake,Tactician,10,88,16,0,+4,,,,,,,,,,Full Resistance,,,,,,16,10,12,16,18,12,+3,0,+1,+7,+8,+1,Opportunity Attack,Bless,
Gomwick,Balanced,1,1,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,Dead,
Gomwick,Tactician,1,7,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,Dead,
Fist Gonfalon,Balanced,8,58,16,+5,+3,,,,,,,,,,,,Full Resistance,,,,12,21,14,8,14,10,+4,+8,+2,-1,+2,0,"Archery,Crossbow Expert: Point-Blank,Darkvision,Dwarven Resilience,Extra Attack,Opportunity Attack",,
Fist Gonfalon,Explorer,8,40,16,+5,+5,,,,,,,,,,,,Full Resistance,,,,12,21,14,8,14,10,+6,+10,+2,-1,+2,0,"Archery,Crossbow Expert: Point-Blank,Darkvision,Dwarven Resilience,Extra Attack,Opportunity Attack",,
Fist Gonfalon,Tactician,8,75,16,+5,+3,,,,,,,,,,,,Full Resistance,,,,12,21,14,8,14,10,+4,+8,+2,-1,+2,0,"Archery,Crossbow Expert: Point-Blank,Darkvision,Dwarven Resilience,Extra Attack,Opportunity Attack",,
Watchman Goodge,Balanced,10,84,18,+2,+4,,,,,,,,,,,,,,,,18,14,15,11,10,12,+8,+2,+6,0,0,+1,"Great Weapon Master: All In,Great Weapon Master: Bonus Attack,Extra Attack,Great Weapon Fighting,Opportunity Attack",,
Watchman Goodge,Explorer,10,58,18,+2,+6,,,,,,,,,,,,,,,,18,14,15,11,10,12,+10,+2,+8,0,0,+1,"Great Weapon Master: All In,Great Weapon Master: Bonus Attack,Extra Attack,Great Weapon Fighting,Opportunity Attack",,
Watchman Goodge,Tactician,10,109,18,+2,+4,,,,,,,,,,,,,,,,18,14,15,11,10,12,+8,+2,+6,0,0,+1,"Great Weapon Master: All In,Great Weapon Master: Bonus Attack,Extra Attack,Great Weapon Fighting,Opportunity Attack",,
Goosequill,Balanced,1,8,1,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Goosequill,Explorer,1,5,1,0,+4,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Goosequill,Tactician,1,10,1,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Gor Falogen,Balanced,1,8,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
Gor Falogen,Explorer,1,5,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
Gor Falogen,Tactician,1,10,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
