Name,Image,Permanent Conditions,Skills,Skill Bonus,Skill Factor,ST Ability,ST Bonus,ST Factor,Ability,Ability Bonus,Ability Max,Skills Proficiency,Armour Proficiency,Weapon Proficiency,Initiative,Reduce Damage Type,Reduce Damage,Darkvision,AC,AC Mod,Extra HP/Level,Actions,Spells,Cantrips,Immunity,Immune to Conditions,Movement,Expertise,Resistance,Temporary HP,Critical Chance,Attack Type,Weapon DMG,Weapon DMG Type,AR Types,AR Bonus,AR Factor,Spell Save DC,Unarmed DMG Bonus,Unarmed DMG Type,Carrying capacity,Illithid Power,Condition,Condition Duration,Condition DC,Condition Ability,ST Spell Bonus,ST Proficiency,Requirements,Jump Distance,Ignore,DONE,Desc 1,Desc 2
Morphic Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Morphic Evasion is a passive feature that significantly prevents attacks and damage from ambushes. ,"Whenever you fail a  Saving throw against an attack from a non-hostile creature, you may succeed instead. If any damage is inflicted from succeeding a Dexterity  Saving throw, the damage is nullified. "
Mortal Reminder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Frightened,1 Turn,,WIS,,,,,TRUE,FALSE,Mortal Reminder is a passive feature unique to The Great Old One Warlock subclass that Frightens creatures upon a critical hit. ,"When you land a Critical Hit against a creature, that creature and any nearby enemies must succeed a  Wisdom saving throw or become  Frightened until the end of their next turn. "
Mountain I,,,,,,,,,,,,,,,,,,,,,,,"Mirror Image, Spike Growth",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mountain is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Mirror Image and  Spike Growth. At higher levels You can cast  Lightning Bolt and  Grant Flight. You can cast  Stoneskin and  Dominate Beast. You can cast  Wall of Stone and  Conjure Elemental. 
Mountain II,,,,,,,,,,,,,,,,,,,,,,,"Lightning Bolt, Grant Flight",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mountain is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Mirror Image and  Spike Growth. At higher levels You can cast  Lightning Bolt and  Grant Flight. You can cast  Stoneskin and  Dominate Beast. You can cast  Wall of Stone and  Conjure Elemental. 
Mountain III,,,,,,,,,,,,,,,,,,,,,,,"Stoneskin, Dominate Beast",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mountain is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Mirror Image and  Spike Growth. At higher levels You can cast  Lightning Bolt and  Grant Flight. You can cast  Stoneskin and  Dominate Beast. You can cast  Wall of Stone and  Conjure Elemental. 
Mountain IV,,,,,,,,,,,,,,,,,,,,,,,"Wall of Stone, Conjure Elemental",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mountain is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Mirror Image and  Spike Growth. At higher levels You can cast  Lightning Bolt and  Grant Flight. You can cast  Stoneskin and  Dominate Beast. You can cast  Wall of Stone and  Conjure Elemental. 
Mountainous Poise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Blade Ward,1 Turn,,,,,,,TRUE,FALSE,Mountainous Poise is a passive feature that increases a monk's defenses ,"While using  Patient Defence, you also benefit from the effect of  Blade Ward. "
Multiattack (Cloaker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack is a passive feature of the Cloaker that lets them attack multiple times if the target is Frightened. ,Can  Multiattack if the target is  Frightened. 
Multiattack (Giant Eagle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack is a passive feature of the Giant Eagle's that lets them attack a target multiple times if it is Prone or Restrained. ,The giant eagle can  Multiattack if its target is  Prone or  Restrained. 
Multiattack Defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack Defence is a Hunter Ranger passive feature which strengthens its user's defenses against enemies that attack them more than once per turn. ,"When a enemy attacks you, they suffer -4 penalty to additional Attack Rolls against you until the start of their next turn. "
Multiattack: Bloodlust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Bloodlust is a passive feature of Redcap's that lets them attack multiple times with one  Action if affected by the Bloodlust condition. ,The redcap can make a  Multiattack while under the effects of  Bloodlust. 
Multiattack: Enraged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Enraged is a passive feature of Owlbears that lets them attack multiple times while raging. ,The owlbear can make a  Multiattack while under the effects of  Owlbear's Rage 
Multiattack: Enwebbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Enwebbed is a passive feature that lets creatures Multiattack an  Enwebbed enemy. ,The ettercap can make a  Multiattack if the target is  Enwebbed. 
Multiattack: Frightened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Frightened is a passive feature that lets them attack a Frightened enemy. ,The Mummy can  Multiattack if the target is  Frightened. 
Multiattack: Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Last Resort is a passive feature available to Raphael while he is  ascended. ,Raphael can Multiattack in his Ascended Fiend form if all of his Soul Pillars have been destroyed and he has no Soul Charges. 
Multiattack: Lured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Lured is a passive feature of the Harpy that lets them attack multiple times with one  Action if their targets are  Lured. ,The harpy can make a  Multiattack if the target is  Lured. 
Multiattack: Morphic Ambush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Morphic Ambush is a passive feature of Doppelgangers that lets them attack multiple times with one  Action if a target is Ambushed. ,Can  Multiattack if the target is  Ambushed. 
Multiattack: Muddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Muddy is a passive feature that allows an Earth Elemental to attack more than once when using their attack action against a muddy enemy. ,Can  Multiattack if the target is  Muddy or is standing in Mud. 
Multiattack: Prone (Glut),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Prone is a passive feature that allows a creature to attack more than once when attacking an enemy that is Prone. ,Sovereign Glut can use  Multiattack against a target that's  Prone. 
Multiattack: Prone (Hook Horror),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Prone is a passive feature that allows a Hook Horror to make two attacks against a prone target with a single action. ,The hook horror can make a  Multiattack if the target is  Prone. 
Multiattack: Prone Restrained or Maimed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Multiattack: Prone, Restrained, or Maimed is a passive feature of the Steel Watcher Titan that lets them attack a target multiple times if they have the Prone, Restrained, or Maimed conditions. ","This Steel Watcher can  Multiattack any  Prone,  Maimed, or  Restrained creature. "
Multiattack: Spores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Spores is a passive feature that allows a Sovereign Spaw to attack more than once when attacking an enemy that is Prone. ,The sovereign myconid can use  Multiattack against a target that's  Befuddled or under the influence of either  Noxious Fumes or  Haste Spores. 
Multiattack: Static Discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Static Discharge is a passive feature that lets creatures Multiattack a creature that's under a  Static Discharge Aura. ,Benard can  Multiattack while under the effects of his  Static Discharge Aura. 
Multiattack: Wounded (Malus Thorm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Wounded is a passive feature of Malus Thorm that lets him attack twice with a single  Action once he drops to 40% hit points or below. ,Malus Thorm can  Multiattack if his hit points are at 40% or less.[Needs Verification] 
Multiattack: Wounded (Werewolf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Wounded is a passive feature of a Werewolf that lets them attack multiple times if its target is Prone or hit points are less than 60%. ,Can  Multiattack if the target is  Prone or if its hit points are at 60% or less. 
Multiattack: Wounded Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multiattack: Wounded Target is a passive feature that allows a Drider to attack more than once when using their attack action against a wounded enemy. ,The drider can  Multiattack if its target has fewer than all of its hit points. 
Multitasking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Multitasking is a passive feature that improves the wearer's ability to hold onto concentrating on a spell. ,You gain  Advantage on  Concentration  Saving throws. 
Murder Hungry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Murder Hungry is a passive feature related to the condition  Unstoppable. Each time a creature with this feature kills another creature, they gain another charge of Unstoppable. ","Each time you kill a creature, gain 1 charge of Unstoppable. "
Murderous Sight,,,,,,,,,,,,,,,+2,,,3,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Murderous Sight is a passive feature that lets the wearer see in the dark and move earlier during combat. ,"You can see in the dark up to  3 m / 10 ft. In addition, you gain a +2 bonus to  Initiative. "
Muscular,,,Athletics,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Muscular is a passive feature that grants Advantage when using Athletics. ,This creature is very strong. It has  Advantage on Ability Checks and Saving Throws using Athletics. 
Mystra's Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Mystra's Blessing,10 Turns,,,,,,,TRUE,FALSE,Mystra's Blessing is a passive feature which boosts the wielder's  Bless spell. ,Creatures you  Bless also gain Mystra's Blessing for an additional 1d4 bonus to spell attack rolls.
Natural Pugilist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melee Unarmed, Ranged Unarmed",+1,,,1,Unarmed,,FALSE,,,,,,,,,FALSE,TRUE,Natural Pugilist is a passive feature that increases the user's Unarmed Attack Rolls and damage. ,You gain a +1 bonus to Unarmed Attack rolls and damage. 
Naturally Stealthy,,,Stealth,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Naturally Stealthy is a passive feature available to all Lightfoot Halflings. ,Your nimble nature makes you skilled at concealment. You have  Advantage on  Stealth Checks. 
Nature's Embrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Nature's Embrace is a passive feature that increase's a druid's ability to wild shape. ,Increase your  Wild Shape Charge by 1. This additional charge is restored upon taking a Long Rest. 
Nature's Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Nature's Step is a Dryad toggleable passive feature. You and your allies near the Dryad are protected from Difficult Terrain and Poison, and can't be Restrained or Paralysed. ","Alter the terrain around you, allowing nearby allies in the area to travel with ease. You and your allies within 4 m / 13 ft of range aren't affected by  Difficult Terrain, can't be  Restrained or  Paralysed, and gain Resistance to ⁠Poison damage. "
Nature's Vengeance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"Burning,Caustic Brine,Poisoned,Acid",2 Turns,,,,,,,TRUE,FALSE,Nature's Vengeance is a passive feature that inflicts extra conditions based on the type of surface the wearer is standing on. ,"When the wearer stands in certain surfaces and casts a spell that deals damage, the target also suffers the surface's effects. Affected surfaces are  Fire,  Acid,  Caustic Brine, and  Simple Toxin. "
Nature's Ward,,,,,,,,,,,,,,,,,,,,,,,,,,"Frightened, Charmed",,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Nature's Ward is a Circle of the Land Druid passive feature that grants immunity to Charm and Frighten effects from elementals and fey creatures. The Druid also becomes immune to Disease and Poison. ,You can't be  Charmed or  Frightened by elementals and fey. Disease and poison also no longer affect you. 
Necrotic Claws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,Necrotic,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Necrotic Claws is a passive feature available to Crawling Claws. It allows their attacks to deal an additional 1d6⁠Necrotic damage. ,Your attacks deal an extra 1d6⁠Necrotic damage. 
Needle Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Needle Burst is a Passive Feature that makes a creature explode on death. ,Explode in a  Needle Burst upon dying. 
Night Walker,,,,,,,,,,,,,,,,,,,,,,,,,,"Enwebbed, Entangled, Ensnared",,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Night Walker is a passive feature that allows the user freedom of movement without any common restrictions. ,"The affected creature cannot be  Enwebbed,  Entangled, or  Ensnared and cannot slip on  Grease or  Ice. "
Nightsinger's Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Nightsinger's Reply is a passive feature that retaliates against enemies that hit the user with a melee attack. ,"While Obscured by shadow, the wearer deals 1d4⁠Necrotic to attackers that hit them with a melee attack. "
Nimble Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Nimble Alchemist is a passive feature only found on Dolor ,"A potions master, Dolor can throw or drink potions as a free action. "
Nimble As a Cat,,,,,,DEX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,1.5,FALSE,TRUE,Nimble as a Cat is a passive feature that enhances your dexteriy as well as your jump distance. ,You gain a +1 bonus to your Dexterity  Saving throws and also increase your  Jump distance by  1.5 m / 5 ft. 
Nimble Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Momentum,2 Turns,,,,,,,TRUE,FALSE,Nimble Attack is a passive feature that increases the movement speed of the user after hitting a target. ,"When the wielder hits an enemy with this weapon, they gain  Momentum for 2 turns. "
Nimblefinger,,,,,,,,,DEX,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Is Gnome,,FALSE,TRUE,Nimblefinger is a passive feature that grants bonuses to small size races. ,Gnomes are granted +2 to Dexterity. Halflings and Dwarves gain +1 Dexterity. 
Nyrulna: Glowing,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Nyrulna: Glowing is a toggleable passive feature that controls whether or not this weapon glows with light. ,This object shines with a glowing light in a radius of  6 m / 20 ft. Toggle this to douse and rekindle the light. 
Oath of Devotion Tenets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Oath of Devotion Tenets is a passive feature that describes the tenets that Oath of Devotion paladins must adhere to. ,"Oath of Devotion paladins abide by the following tenets: Compassion. Show clemency when prudent, and lend your arm to those in need. Failure to abide by their tenets will result in a paladin forsaking their Oath, and becoming something very different. "
Oath of the Ancients Tenets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Oath of the Ancients Tenets is a passive feature that describes the tenets that Oath of the Ancients paladins must adhere to. ,"Oath of the Ancients paladins abide by the following tenets: Shelter the Light. Where there is good, beauty, love, and laughter in the world, stand against the wickedness that would swallow it. Where life flourishes, stand against the forces that would render it barren. Preserve Your Own Light. Delight in song and laughter, in beauty and art. If you allow the light to die in your own heart, you can’t preserve it in the world.  Failure to abide by their tenets will result in a paladin forsaking their Oath, and becoming something very different. "
Oath of the Crown Tenets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Oath of the Crown Tenets is a passive feature that describes the tenets that Oath of the Crown paladins must adhere to. ,"Oath of the Crown paladins abide by the following tenets: Loyalty. Your word is your bond; without loyalty, oaths and laws are meaningless. Failure to abide by their tenets will result in a paladin forsaking their Oath, and becoming something very different. "
Oath of Vengeance Tenets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Oath of Vengeance Tenets is a passive feature that describes the tenets that Oath of Vengeance paladins must adhere to. ,"Oath of Vengeance paladins abide by the following tenets: Fight the Greater Evil. Exerting your wisdom, identify the higher morality in any given instance, and fight for it. No Mercy for the Wicked. Chasten those who dole out their villainy by wiping their blight from the world forever. Failure to abide by their tenets will result in a paladin forsaking their Oath, and becoming something very different. "
Odd Gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Odd Gift is a passive feature that prevents Jaheira from being cursed. ,"While wearing Khalid's Gift, Jaheira cannot be Cursed. "
Ogre's Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,Weapon,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Ogre's Mark is a passive feature available to Ogres that grants an additional 1d6⁠Bludgeoning damage. ,Damage is increased by 1d6. 
One with Shadows,,,,,,,,,,,,,,,,,,,,,,One with Shadows (class action),,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,One with Shadows is an Eldritch Invocation from the Warlock class. It allows you to vanish into the darkness and become  Invisible. ,You learn how to cast  One with Shadows. 
