Name,Image,Cost 1,Cost 2,Cost #,Cost 3,Cost on Hit 1,Cost on Hit 2,Cantrip,Spell,Concentration,Ritual,DMG1,DMG1 Type,DMG2,DMG2 Type,DMG3,DMG3 Type,DMG4,DMG4 Type,DMG5,DMG5 Type,DMG6,DMG6 Type,Range,Area,Area Type,Push,Pull,Special WA,WA,Illithid Power,Attack Roll Type,On Miss,Attack Type,Recharge,School,Spell Level,ST Ability,ST Base DC,ST DC Type,Half DMG on Save,On Save,Condition 1,Condition 1 ST Ability,Condition 1 Base DC,Condition 1 DC Type,Condition 1 Duration,Condition 2,Condition 2 ST Ability,Condition 2 Base DC,Condition 2 DC Type,Condition 2 Duration,Additional DMG per Spell Level,DMG User Level 1,DMG Increase 1,DMG User Level 2,DMG Increase 2,DMG User Level 3,DMG Increase 3,Additional DMG Type,Additional Target Per Spell Level,Subactions,Areas,Creatures,Items,Healing,Targets,Desc1,Desc2,Levels,,,,Spells,Non Spells,Cantrips,Illithid Powers,Weapon Actions
Prowl,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Invisible,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Prowl is a Wild Shape: Panther Action. Panthers use this ability to turn invisible and stalk their prey.,"Turn Invisible while stalking your prey. While Invisible, your first attack deals an additional 1d8 damage. Invisibility ends early if you attack, cast another spell, take an action, or take damage.",,,,,,Morphic Ambush,,,
Pseudopod,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Bludgeoning,3d6,Bludgeoning,1d6,Acid,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Pseudopod is a class action available to Fetid Oozes and Ochre Jellies.,Lash out with a slimy grey tentacle.,,,,,,Nimble Escape,,,
Pseudopod (Greaseball),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Bludgeoning,3d8,Bludgeoning,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Pseudopod is a class action available to Greaseballs.,Lash out with a slimy grey tentacle.,,,,,,Off-Hand Attack (Melee),,,
Pseudopod Lash,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,3d6+3,Acid,,,,,,,,,,,12.0m,,,,6.0m,FALSE,FALSE,FALSE,Melee Spell,,,,,,,,,FALSE,,Acid,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Pseudopod Lash is a class action available to Mimics.,Lash out with a tongue-like appendage to reduce the target's Armour Class by 2 and pull it 6 m / 20 ft closer. The target can't be pulled if it is Huge in size.,,,,,,Off-Hand Attack (Ranged),,,
Psionic Overload,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,1d4,Psychic,1d4,Psychic,,,,,,,,,,,,,,FALSE,FALSE,TRUE,,,,Short Rest,,,,,,FALSE,,Overloaded With Synaptic Power,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,Self,Psionic Overload is an action and Illithid Power. It grants a 1d4⁠Psychic damage bonus to each of the caster's attacks at the cost of dealing 1d4⁠Psychic damage to the caster each turn. This lasts for 10 turns or until the end of combat.,"Your attacks deal an additional 1d4⁠Psychic damage, but you take 1d4⁠Psychic damage every turn.",,,,,,Overheat,,,
Psionic Suggestion: Drop,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Weapon Dropped!,WIS,,Spell Save DC,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,"Psionic Suggestion: Drop is a level 1 enchantment spell. This spell allows spellcasters to order their target to flee, move closer, freeze, drop to the ground, drop their weapon, or be silenced. It cannot be learned by players and is only used by NPCs.",Command a creature to drop its weapon on its turn and do nothing else.,Casting this spell at a higher level grants no additional benefit.,,,,,Patient Defence,,,
Psionic Suggestion: Flee,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Command: Flee,WIS,,Spell Save DC,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Psionic Suggestion: Flee is a level 1 enchantment spell. This spell allows spellcasters to order their target to temporarily flee and do nothing else. It cannot be learned by players and is only used by NPCs.,Command a creature to flee from you on its turn and do nothing else.,Casting this spell at a higher level grants no additional benefit.,,,,,Perfectly Balanced Strike,,,
Psionic Suggestion: Grovel,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Command: Grovel,WIS,,Spell Save DC,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Psionic Suggestion: Grovel is a level 1 enchantment spell. It allows spellcasters to order their target to temporarily fall Prone and do nothing else. It cannot be learned by players and is only used by NPCs.,Command a creature to fall Prone immediately and do nothing else.,Casting this spell at a higher level grants no additional benefit.,,,,,Permit Passage,,,
Psionic Suggestion: Halt,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Command: Grovel,WIS,,Spell Save DC,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Psionic Suggestion: Halt is a level 1 enchantment spell. This spell allows spellcasters to order their target to temporarily fall Prone and do nothing else. It cannot be learned by players and is only used by NPCs.,Command a creature to fall Prone on its turn and do nothing else.,Casting this spell at a higher level grants no additional benefit.,,,,,Piercing Strike (Spiritual Weapon),,,
Psionic Suggestion: Hush,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Silenced,WIS,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Psionic Suggestion: Hush is a level 1 enchantment spell. This spell allows spellcasters to silence their target temporarily, preventing them from casting spells with a verbal component. It cannot be learned by players and is only used by NPCs.",Silence a creature with a psionic command.,Casting this spell at a higher level grants no additional benefit.,,,,,Poison Hallucination,,,
Psychic Rend,,Action,,,,,,TRUE,FALSE,FALSE,FALSE,Spellcasting Modifier,Psychic,2d8,Psychic,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,,,,,FALSE,No other effects,Psychic Rend,INT,,Spell Save DC,,,,,,,,,,,,,,,FALSE,,,,,,,Psychic Rend is a cantrip (Enchantment). This potent cantrip wielded by githyanki ardents pierces the very thoughts of their opponents. It cannot be learned by players and is only used by NPCs.,Reach into an enemy's mind. Tear it to pieces and inflict Disadvantage on Intelligence and Wisdom checks and Saving Throws.,,,,,,Polearm Clout,,,
Psychic Resonance,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,Psychic Resonance is a action available to Scrying Eyes that conveys their position to allies.,"As its allies draw near, the creature informs them of its exact location.",,,,,,Pommel Strike,,,
Psychic Scream,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,Calling Reinforcements,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,"Psychic Scream is a action available to Scrying Eyes, that lets them alert their allies.",The creature cries out in alarm to alert its allies.,,,,,,Potent Misty Escape,,,
Punch,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,DEX,Bludgeoning,1d6,Bludgeoning,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Punch is a class action that makes a melee attack that deals ⁠Bludgeoning Damage to enemies.,Lash out with deadly fists.,,,,,,Pounce (Alioramus),,,
Pushing Attack (Melee),,Action,,,,Superiority Dice,,FALSE,FALSE,FALSE,FALSE,Superiority Die,Weapon,WD,Weapon,,,,,,,,,1.5m,,,5.0m,,FALSE,TRUE,FALSE,Melee,Does not spend  Superiority Dice.,Melee,,,,,,,FALSE,,Pushed*,STR,,Weapon Action DC,,,,,,,,,,,,,,,FALSE,,,,,,,Pushing Attack (Melee) is a Battle Master fighter class action. This combat manoeuvre allows the Fighter to deal damage to enemies with Melee Weapons and push them away.,Spend a superiority die to deal an additional 1d8⁠⁠Physical damage and possibly push the target back 4.5 m / 15 ft.,At level 10 with  Improved Combat Superiority the damage bonus increases to  1d10,,,,,Pounce (Dilophosaurus),,,
Pushing Attack (Ranged),,Action,,,,Superiority Dice,,FALSE,FALSE,FALSE,FALSE,Superiority Die,Weapon,WD,Weapon,,,,,,,,,18.0m,,,5.0m,,TRUE,TRUE,FALSE,Ranged,Does not spend  Superiority Dice.,Ranged,,,,,,,FALSE,,Pushed*,STR,,Weapon Action DC,,,,,,,,,,,,,,,FALSE,,,,,,,Pushing Attack (Ranged) is a Battle Master Fighter class action. This combat manoeuvre allows the Fighter to deal damage to enemies with Ranged Weapons and push them away.,Spend a superiority die to deal an additional 1d8⁠Physical damage and possibly push the target back 4.5 m / 15 ft.,,,,,,Pounce (Hook Horror),,,
Pushing Attack (Titanstring Bow),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,,,,,,,,,,,18.0m,,,5.0m,,FALSE,TRUE,FALSE,Ranged,,Ranged,Short Rest,,,,,,FALSE,,Pushed*,STR,,Weapon Action DC,,,,,,,,,,,,,,,FALSE,,,,,,,Pushing Attack (Ranged) is a weapon action available to characters proficient in and wielding the Titanstring Bow. It is a variant of the Battle Master manoeuvre of the same name. This version does not consume  Superiority Dice.,Pushes your target back 4.5 m / 15 ft.,,,,,,Psionic Pull,,,
Radiance of the Dawn,,Action,Channel Divinity Charge,,,,,FALSE,FALSE,FALSE,FALSE,Character Level,Radiant,2d10,Radiant,,,,,,,,,,9.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,CON,,Spell Save DC,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Radiance of the Dawn is a Channel Divinity action available to Light Domain clerics. This ability allows these clerics to channel divine power and deal radiant damage to all nearby enemies.,The sun's divine power dispels any magical darkness. Doesn't affect creatures that have total cover from you.,,,,,,Quake,,,
Raging Vortex,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,2d8,Bludgeoning,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,10 Turns,,,,,,,,,,,,,,FALSE,,Raging Vortex,,,,,Raging Vortex is an Air Myrmidon action that creates a swirling vortex that deals damage and silences any creature inside.,Spiral the wind into a choking maelstrom that inflicts 2d8⁠⁠Bludgeoning damage per turn and Silences creatures.,,,,,,Rage,,,
Rakish Sneak Attack (Melee),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,Sneak,Weapon,,,,,,,,,1.5m,,,,,FALSE,TRUE,FALSE,Melee,,Melee,Per Turn,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Rakish Sneak Attack (Melee) is a Swashbuckler rogue weapon action which replaces normal Sneak Attack. This ability allows the rogue to exploit an enemy's distraction and deal extra damage to their vulnerable spots with melee weapons. The weapon must have the Finesse property, but can still utilise Strength if it is higher than Dexterity.","Deal extra damage to a foe you have Advantage against. You can also use this attack without Advantage if there are no other combatants within 2 m / 7 ft of the target, or if you have an ally within that range. You can't use this attack if you have Disadvantage.","For every 2 Rogue Levels above 1, your Sneak Attack deals an additional 1d6⁠⁠WeaponDRS damage, up to 6d6 at Level 11:  2d6⁠⁠WeaponDRS at Rogue Level 3 3d6⁠⁠WeaponDRS at Rogue Level 5 4d6⁠⁠WeaponDRS at Rogue Level 7 5d6⁠⁠WeaponDRS at Rogue Level 9 6d6⁠⁠WeaponDRS at Rogue Level 11",,,,,Rage (Boar),,,
Rakish Sneak Attack (Ranged),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,Sneak,Weapon,,,,,,,,,18.0m,,,,,FALSE,TRUE,FALSE,Ranged,,Ranged,Per Turn,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Rakish Sneak Attack (Ranged) is a Swashbuckler rogue weapon action. This ability allows the rogue to exploit an enemy's distraction and deal extra damage to their vulnerable spots with ranged weapons.,"Deal extra damage to a foe you have Advantage against. You can also use this attack without Advantage if there are no other combatants within 2 m / 7 ft of the target, or if you have an ally within that range. You can't use this attack if you have Disadvantage.","For every 2 Rogue Levels above 1, your Sneak Attack deals an additional 1d6⁠WeaponDRS damage, up to 6d6 at Level 11:  2d6⁠WeaponDRS at Rogue Level 3 3d6⁠WeaponDRS at Rogue Level 5 4d6⁠WeaponDRS at Rogue Level 7 5d6⁠WeaponDRS at Rogue Level 9 6d6⁠WeaponDRS at Rogue Level 11",,,,,Rage: Bear Heart,,,
Ranged Attack,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,,,,,,,,,,,18.0m,,,,,FALSE,TRUE,FALSE,Ranged,,Ranged,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Ranged Attack is a Weapon Action that allows the user to make an attack with a ranged weapon equipped in their main hand (or in both hands, in the case of Two-Handed weapons).",Make a ranged attack with your equipped weapon.,,,,,,Rage: Eagle Heart,,,
Archer's Eye,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,,,,,,,,,,,18.0m,,,,,FALSE,TRUE,FALSE,Ranged,,Ranged,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Archer's Eye is a Weapon Action that makes hitting ranged attacks easier.,"As a bonus action, add 1d10 to your next ranged attack roll or damage roll.",,,,,,Rage: Elk Heart,,,
Ranger's Companion,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Short Rest,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,"Bear Companion, Boar Companion, Dire Raven Companion, Wolf Companion, Wolf Spider Companion",,,,,,Ranger's Companion is a Beast Master Ranger class action. This ability allows the Beast Master to call upon their animal companion to fight and aid them in combat.,Gain a beast companion that accompanies you on your adventures and fights alongside you.,,,,,,Rage: Tiger Heart,,,
Ravaging Inferno,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,20d6,Fire,,,,,,,,,,,18.0m,4.0m,Radius,,,FALSE,FALSE,FALSE,,,,Per Turn,Evocation,6,DEX,15,,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,Hellfire,,,,,"Ravaging Inferno is a level 6 evocation spell. This spell is available only to Raphael, deals fire damage and creates a Hellfire Surface for one turn. It cannot be learned by players and is only used by NPCs.","Spend 2 souls to hurl an exploding ball of Hellfire that damages all nearby creatures and objects. Hellfire burns with more fervour than any mortal flame, ignoring Resistance and Immunity to Fire damage.",Casting this spell at a higher level grants no additional benefit.,,,,,Rage: Wild Magic,,,
Ray of Enfeeblement,,Action,Level 2 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged Spell,,,,Necromancy,2,,,,FALSE,,Feeble,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Ray of Enfeeblement is a level 2 necromancy spell. It allows spellcasters to make a ranged spell attack against a creature and sap their Strength. A weakened creature deals half damage with weapon attacks that use Strength.,Weaken a foe: they deal half damage with weapon attacks using Strength.,Casting this spell at a higher level grants no additional benefit.,,,,,Rage: Wolf Heart,,,
Ray of Fear,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Long Rest,Necromancy,3,,,,FALSE,,Frightened,WIS,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Ray of Fear is a level 3 necromancy spell. It is a unique spell which frightens its target and can be used by equipping the amulet The Spectator Eyes.,Frightens your target.,Casting this spell at a higher level grants no additional benefit.,,,,,Rally,,,
Ray of Frost,,Action,,,,,,TRUE,FALSE,FALSE,FALSE,1d8,Cold,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged Spell,,,,Evocation,,,,,FALSE,,Ray of Frost,,,,1 Turn,,,,,,,5,1d8,10,2d8,,,Cold,FALSE,,,,,,,Ray of Frost is a cantrip (Evocation). It deals ⁠Cold damage to the target and slows it down.,Reduces the target's Movement Speed by 3 m / 10 ft.,"At character level 5, the damage increases to 2d8⁠Cold. At character level 10, the damage increases to 3d8⁠Cold.",,,,,Ram,,,
Ray of Sickness,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,FALSE,2d8,Poison,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged Spell,,,,Necromancy,1,,,,FALSE,,Poisoned,CON,,Spell Save DC,2 Turns,,,,,,1d8,,,,,,,Poison,FALSE,,,,,,,"Ray of Sickness is a level 1 necromancy spell. It allows spellcasters to hit enemies with a ray of nauseating energy that deals ⁠Poison damage, and potentially Poisons them.",Possibly Poisons the target.,Upcasting: Casting this spell at a higher level deals an extra 1d8⁠Poison damage for each spell slot level above 1st.,,,,,Ram (Hell Sphere),,,
Rays of Fire,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,3d6,Fire,3d6,Fire,3d6,Fire,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged Spell,,,,Evocation,2,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Rays of Fire is a level 2 evocation spell. This spell allows cambions to hurl 3 rays of fire at targets within range. The rays can all target the same creature, or they can be dispersed to different targets. It cannot be learned by players and is only used by NPCs.",Hurl 3 rays of fire. Each ray deals 3d6⁠Fire damage.,Casting this spell at a higher level grants no additional benefit.,,,,,Reapply Hex,,,
Razor Claw,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,DEX,Slashing,4d4,Slashing,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,Bleeding,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Razor Claw is an Armoured Crab class action. Crabs use this ability to deal slashing damage to foes.,Clamp your pincers upon a foe and possibly inflict Bleeding.,,,,,,Reapply Hex (Charisma),,,
Razor Gale,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,Proficiency Bonus,Slashing,WD,Weapon,,,,,,,,,,4.0m,Cone,,,TRUE,TRUE,FALSE,Melee,Targets still take half damage.,Melee,Short Rest,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Razor Gale is a weapon action granted by Larethian's Wrath.,Swing your weapon in a cyclone of steel that deals razorblade-sharp damage to all enemies within range.,,,,,,Reapply Hex (Constitution),,,
Reach from Beyond,,Action,,,,,,TRUE,FALSE,FALSE,FALSE,Spellcasting Modifier,Necrotic,2d4,Necrotic,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged Spell,,,Per Turn,Necromancy,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Reach from Beyond is a cantrip (Necromancy). It is used by Necromites and Death Shepherds and deals necrotic damage to a single target. It cannot be learned by players and is only used by NPCs.,Defile a target with Myrkul's decaying magic.,,,,,,Reapply Hex (Dexterity),,,
Read Thoughts,,Action,Channel Divinity Charge,,,,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Detect Thoughts,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,Read Thought is a Knowledge Domain Cleric class action. This ability allows the Cleric to channel divine power and read the thoughts of certain creatures while talking to them.,Read the thoughts of certain creatures while talking to them.,,,,,,Reapply Hex (Intelligence),,,
Reap Soul,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Weapon,4d8,Weapon,,,,,,,,,3.0m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Reap Soul is a special class action available to the Primordial Spectre.,Unsheathe a set of hexed sickles and rip your warlock's enemy to shreds.,,,,,,Reapply Hex (Strength),,,
Reaper's Scythe,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Slashing,2d12,Slashing,3d6,Necrotic,,,,,,,,5.0m,Cone,4.0m,,TRUE,FALSE,FALSE,Melee,,Melee,Per Turn,,,,,,FALSE,,Pushed*,STR,18,,,,,,,,,,,,,,,,FALSE,,,,,,,"Reaper's Scythe is an attack used by the Apostle of Myrkul. This ability causes him to swing his scythe in a large arc, damage and possibly knocking back every creature in its radius.",Swing your weapon in a large arc that knocks targets back 4 m / 13 ft.,,,,,,Reapply Hex (Wisdom),,,
Recast Dazzling Ray,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,2d10,Radiant,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,TRUE,,Blinded,DEX,,Spell Save DC,10 Turns,Burning,CON,14,,2 Turns,,,,,,,,,FALSE,,,,,,,"This spell allows users to project a beam of light, Blinding and dealing Radiant damage to everything in its path. Using it may burn the wielder occassionally.",Unleash a beam of brilliant light that Blinds all creatures in its path. Recasting this spell may burn you.,,,,,,Reckless Roar,,,
Recast Speak with Dead,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,3,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Recast Speak with Dead is a level 3 necromancy spell. This ability allows spellcasters to recast Speak with Dead without consuming a spell slot.,"Cast Speak with Dead on a different corpse without expending a spell slot. Skeletons and creatures killed with ⁠Acid, ⁠Fire, ⁠Lightning, ⁠Necrotic, or ⁠Radiant damage no longer have a mouth and can't be made to talk using this spell. Doesn't work on Undead.",Casting this spell at a higher level grants no additional benefit.,,,,,Reckless Warcry,,,
